S.no,property,location,carpet_area_sqft,Price,Rate_per_sqft,status,floor,transaction,facing,overlooking,ownership,parking,city,bedroom,X,Y,nearest_metro_1,nearest_metro_2,nearest_school_1,nearest_school_2,nearest_school_3,nearest_hospital_1,nearest_hospital_2,nearest_hospital_3,distance_nearest_metro_km,distance_nearest_hospital_km,distance_nearest_school_km
2401,Shree K K Properties, Media Enclave,700,4500000,6000,Ready to Move,1 out of 3,New Property,East,Garden/Park,Leasehold,2 Covered,Ghaziabad,2,81.024754,26.780179,162,177,5558,5516,5604,1,118,24,446.5564962,458.870246,451.8353507
2403,, Loni,765,3150000,3889,Ready to Move,2 out of 3,Resale,East,Garden/Park,Freehold,1 Open,Ghaziabad,3,74.47168,19.583164,96,162,743,167,459,29,128,28,386.2322845,1035.82368,1026.595024
2404,, Sector 11,725,3000000,5000,Ready to Move,2 out of 5,Resale,North - East,Garden/Park,Freehold,1 Open,Gurgaon,2,77.0267159,28.4522331,59,60,2217,2071,2205,128,109,28,5.160178708,11.32024159,7.953753814
2405,, Sector 24,700,4000000,3810,Ready to Move,2 out of 3,Resale,North,Garden/Park,Freehold,1 Covered,Faridabad,3,77.1013038,28.4944811,53,197,4251,4250,4249,28,29,128,1.387188073,6.334493142,2.697058237
2406,, Sector 24,900,65000000,14915,Ready to Move,2 out of 9,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Gurgaon,4,77.1013038,28.4944811,53,197,4251,4250,4249,28,29,128,1.387188073,6.334493142,2.697058237
2407,, Ambience Lagoon,1900,30000000,12981,Ready to Move,2 out of 10,Resale,North - East,Main Road,Freehold,,Gurgaon,3,77.096781,28.504114,53,197,4251,4250,4271,28,29,128,2.526815635,6.084389164,1.799182825
2408,, Kapashera Apartment,540,3600000,5333,Ready to Move,4 out of 4,New Property,East,"Garden/Park, Main Road",Freehold,,Delhi,2,77.087003,28.474359,135,136,831,818,5547,28,29,128,0.759135089,9.033171928,3.694487706
2409,, Sahibabad,1080,8000000,8889,Ready to Move,2 out of 3,Resale,,"Garden/Park, Main Road",Freehold,,Ghaziabad,2,76.72876,27.255808,162,202,743,167,459,29,128,28,134.765498,148.1763407,139.1458842
2411,, Sector 25,2200,5700000,4488,Ready to Move,2 out of 6,Resale,,,Freehold,,Noida,2,77.084224,28.4860888,135,136,831,4251,818,128,28,29,0.584742746,7.907468665,3.793231799
2431,Prop Concern , Palam Colony,2000,2950000,4257,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Freehold,1 Covered,Delhi,2,77.134073,28.5678347,190,174,4092,4278,5478,28,83,38,1.310335136,3.983189061,0.980148561
2433,, Ashok Vihar Phase 3 Extension,1800,4400000,4000,Ready to Move,3 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,3,77.091516,28.50948,197,53,4271,2221,4251,28,128,29,3.13558953,6.183146659,1.179782527
2435,, Chhapraula,1050,3000000,3158,Ready to Move,2 out of 6,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Ghaziabad,2,77.482319,28.619342,187,6,1203,1580,1343,24,94,129,9.341361007,18.76230707,15.79757784
2436,, RM Block,790,9000000,7500,Ready to Move,1 out of 2,Resale,South - East,Pool,Freehold,,Ghaziabad,4,77.214575,28.542872,148,56,274,162,767,22,16,12,0.076917533,1.610583174,0.599595338
2437,, Sector 47,700,19500000,5500,Ready to Move,1 out of 6,Resale,North,Garden/Park,Freehold,,Noida,5,77.0475128,28.4251572,59,60,831,743,5547,128,28,29,4.710505611,13.93493922,9.461257974
2438,, Sector 48,2600,5500000,8445,Ready to Move,2 out of 5,Resale,East,"Garden/Park, Pool, Main Road",Freehold,,Noida,3,77.0394627,28.4104903,59,60,743,831,506,128,29,28,6.555999342,15.62712232,11.1153413
2439,, Sector 48 Noida,645,30000000,39583,Ready to Move,1 out of 4,Resale,East,,Freehold,,Noida,6,77.36887,28.555275,15,143,5574,774,5573,24,118,1,3.951353644,8.026540309,5.146502192
2440,, Vikaspuri Block C New Delhi,1750,9500000,13216,Ready to Move,2 out of 3,Resale,North - East,,Freehold,,Delhi,2,78.433882,17.45274,96,162,741,742,511,4,5,29,113.1356993,1234.830869,1225.781644
2441,, Chitra Vihar,650,30000000,12444,Ready to Move,18 out of 20,Resale,,,Leasehold,,Delhi,3,77.287273,28.641949,133,157,1466,1448,1465,67,113,30,0.606121444,0.701404736,0.372059184
2461,Royal Home Realtors, Privy The Address,1200,10200000,5105,Ready to Move,18 out of 20,Resale,East,Main Road,Freehold,1 Covered,Gurgaon,4,72.872555,19.291033,96,202,2126,1863,1881,128,29,109,538.7241841,1127.739149,1116.24956
2463,Laxman Thakur, Vatika Xpressions,1128,13000000,8387,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,2 Covered,Gurgaon,3,77.064083,28.468743,60,59,2217,831,818,128,28,29,1.007549456,9.14956614,5.900368833
2464,, Paschim Vihar New Delhi,2250,105000000,46667,Ready to Move,2 out of 2,Resale,North - West,"Garden/Park, Pool",Freehold,1 Covered,Delhi,6,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2465,, Sector 7,900,15000000,5051,Ready to Move,2 out of 3,Resale,South -West,"Garden/Park, Main Road",Freehold,3 Covered,Faridabad,3,76.91221522,28.37602775,202,59,2126,1881,2125,128,109,74,10.59309502,24.9488098,15.07397973
2467,, Srinagar Garden,1350,7500000,7937,Ready to Move,1 out of 4,Resale,East,Garden/Park,Freehold,1 Covered,Delhi,3,77.306658,19.175943,96,162,741,742,167,4,5,29,141.473546,1036.506056,1027.23557
2468,, DDA Flats Sector E Pocket 2,720,14000000,14737,Ready to Move,1 out of 4,Resale,West,Main Road,Freehold,"2 Covered,",Delhi,2,77.176455,28.555319,120,161,4175,4123,4229,71,40,126,0.598104173,2.003293684,0.651776896
2469,, M3M Merlin,1440,33000000,13995,Ready to Move,15 out of 31,Resale,North - East,"Garden/Park, Pool",Leasehold,2 Covered,Gurgaon,3,77.059615,28.402113,59,60,743,506,515,29,128,28,6.515385927,16.48731819,9.864130395
2470,, Doctors Apartment,2250,13500000,9643,Ready to Move,1 out of 7,Resale,East,Main Road,Freehold,2 Covered,Delhi,3,76.324381,10.785031,96,162,167,741,742,4,5,29,803.2749549,1970.526127,1960.892883
2472,, Patel Nagar East,900,36000000,22222,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Leasehold,1 Covered,Delhi,3,77.174174,28.640407,165,153,3495,3191,3473,6,46,2,0.510900996,0.830705654,0.465511357
2473,, Sector 67,450,8500000,6098,Ready to Move,2 out of 3,Resale,South - East,Garden/Park,Co-operative Society,1 Covered,Gurgaon,3,77.0598046,28.3864052,59,60,743,506,515,29,128,28,8.220818298,18.230452,10.70658426
2475,, RWA Sector 26,1150,41500000,27667,Ready to Move,Ground out of 3,Resale,East,Main Road,Freehold,,Noida,6,77.094641,28.488982,197,53,818,831,4251,28,29,128,0.875176672,7.292190784,3.481323855
2476,, Sriniwaspuri Extension,1791,7500000,10417,Poss. by Apr '24,3 out of 5,Resale,East,"Garden/Park, Main Road",Freehold,,Delhi,2,77.263094,28.56162,144,201,549,5602,281,85,11,10,0.81582052,0.735851718,0.387662411
2491,Ivaan Landbase Private Ltd., Sector 86,1200,12600000,7357,Ready to Move,5 out of 14,Resale,North,Garden/Park,Freehold,2 Covered,Gurgaon,3,76.9411257,28.3981205,202,59,2126,2160,2236,128,109,74,10.57929113,21.04365246,13.56443877
2494,Vimal Kumar Soni, Sector 10 RWA,675,16500000,7500,Ready to Move,4 out of 4,Resale,South - East,Main Road,Freehold,1 Covered,Gurgaon,3,77.06357,28.464073,59,60,2217,831,818,128,28,29,1.137136532,9.65763926,6.29818561
2495,, Radhey Shyam Park,5000,3500000,6272,Ready to Move,2 out of 3,Resale,East,Garden/Park,Freehold,2 Covered,Delhi,2,73.982085,18.498115,96,162,743,167,459,29,128,28,398.8329627,1166.752182,1157.245196
2496,, Kaushambi,1100,17000000,9155,Ready to Move,3 out of 13,Resale,North - West,"Garden/Park, Main Road",Freehold,2 Covered,Ghaziabad,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2497,, Gaur Ganga 2,900,6200000,6294,Ready to Move,2 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Ghaziabad,2,85.26667,26.76667,187,162,5558,5516,413,24,129,118,896.7300454,905.948192,900.8885878
2499,, Uttam Nagar West New Delhi,1200,15000000,12500,Ready to Move,1 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Freehold,2 Open,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2500,, Mahaluxmi Homz,1400,7500000,6198,Ready to Move,21 out of 21,Resale,East,Garden/Park,Leasehold,1 Covered,Ghaziabad,2,77.651817,12.920266,96,162,741,742,511,4,5,29,555.2348981,1731.452566,1722.217059
2501,, Kewal Park,1109,4500000,6667,Ready to Move,4 out of 4,Resale,North,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Delhi,2,78.068293,30.325595,58,187,3701,3768,3867,103,99,106,176.16854,198.5318772,191.5639755
2502,, Raisina Residenc,991,72500000,11154,Ready to Move,1 out of 1,Resale,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",Gurgaon,5,77.106954,28.400064,59,60,743,506,515,29,28,40,7.601891817,14.52392787,5.753743875
2521,Oracle Landbase, Sector 27,1800,6800000,4277,Ready to Move,10 out of 14,New Property,North,Garden/Park,Freehold,"1 Covered,",Noida,3,77.0839505,28.4646566,59,60,831,818,5547,28,29,128,1.385395137,10.05790932,4.045212786
2522,Space Kart, Gulistan Apartment,1650,21000000,9545,Ready to Move,8 out of 10,Resale,North,"Garden/Park, Pool",Freehold,2 Covered,Delhi,4,77.087003,28.474359,135,136,831,818,5547,28,29,128,0.759135089,9.033171928,3.694487706
2523,, Bellevue Central Park 2,1188,27500000,11653,Ready to Move,7 out of 16,Resale,North - East,"Garden/Park, Main Road",Leasehold,1 Covered,Gurgaon,3,79.377076,28.982198,58,187,2589,2774,3034,129,94,100,218.0381159,230.5925172,229.3743455
2524,, Ashram,4000,6500000,9630,Ready to Move,3 out of 5,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Delhi,2,77.12695705,28.40509125,59,5,743,506,515,29,28,40,8.397525864,13.22081864,4.136503088
2525,, Signature Residency,1050,4000000,2613,Ready to Move,2 out of 12,Resale,North - East,"Garden/Park, Main Road",Freehold,3 Covered,Ghaziabad,3,72.976891,19.246955,96,202,2126,1863,1881,128,29,28,526.2346536,1127.501969,1116.178959
2551,Its My Home, Noida Extention,2100,3600000,3529,Ready to Move,15 out of 21,Resale,North,"Garden/Park, Main Road",Freehold,2 Covered,Noida,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2553,, Green Park Extension,1456,27500000,15278,Ready to Move,Ground out of 2,Resale,South -West,"Garden/Park, Pool, Main Road",Freehold,3 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2554,, SRS Residency,320,4250000,3259,Ready to Move,4 out of 13,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Faridabad,2,77.353113,28.412462,127,13,129,473,5523,5,4,1,4.819501349,15.93209096,8.980957945
2556,, Pari Chowk,514,7000000,4499,Ready to Move,14 out of 17,Resale,East,Garden/Park,Freehold,"1 Covered,",Noida,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2558,, Shadipur,1850,4200000,6667,Ready to Move,2 out of 4,Resale,North,"Garden/Park, Pool",Freehold,1 Covered,Delhi,2,78.268497,29.4256,58,187,2968,2733,2731,129,94,106,112.4579761,133.8812725,131.6776293
2581,, Budh Vihar Phase 1,900,3500000,3158,Ready to Move,3 out of 4,Resale,West,Main Road,Power Of Attorney,1 Covered,Delhi,3,77.088712,28.71016,170,173,5034,5041,5173,51,9,47,2.366307767,1.099453503,0.144066882
2582,, Urban One,750,3000000,6422,Ready to Move,Ground out of 3,Resale,North - West,Main Road,Freehold,1 Covered,Faridabad,2,77.065397,28.390423,59,60,743,506,515,29,28,128,7.692437482,17.80477446,9.942704744
2583,, ACE City,612,7000000,6462,Ready to Move,10 out of 25,Resale,East,Main Road,Freehold,1 Covered,Noida,2,77.451556,28.561939,15,187,1184,1320,1580,24,118,7,12.70632284,15.90570263,13.48300549
2585,, Sudha Sarovar Apartment,420,1750000,4127,Ready to Move,2 out of 2,Resale,North - East,Pool,Leasehold,"2 Covered,",Ghaziabad,2,80.275274,13.056953,96,162,741,742,511,5,4,12,620.0357781,1748.311161,1739.566091
2586,, Sitapuri,540,2600000,4800,Ready to Move,1 out of 5,Resale,East,Main Road,Freehold,,Delhi,2,75.104094,22.345375,96,162,743,167,459,29,128,28,560.0174905,721.9749792,712.4095671
2587,, Mahavir Enclave Part 1,2666,2400000,5333,Ready to Move,2 out of 4,Resale,North,"Garden/Park, Pool, Main Road",Leasehold,,Delhi,1,77.065008,28.605973,24,214,4726,2245,2216,23,25,82,1.978633326,1.281845211,0.711931476
2592,, The Golden Palm,1108.6817,2100000,4150,Ready to Move,21 out of 31,Resale,North,Main Road,Freehold,,Noida,1,76.878914,30.69,58,176,5401,5402,3774,103,99,102,209.6623487,206.8657007,203.2493227
2612,Shri Guruji Associates, M3M Capital,1850,19300000,9369,Poss. by Mar '25,4 out of 15,New Property,East,Main Road,Freehold,1 Covered,Gurgaon,4,77.059615,28.402113,59,60,743,506,515,29,128,28,6.515385927,16.48731819,9.864130395
2613,7 Star Property, Sohna Sector 5,1100,2700000,4779,Ready to Move,2 out of 4,Resale,East,Main Road,Freehold,"1 Covered,",Gurgaon,2,77.066168,28.253133,59,60,743,506,459,29,28,128,22.90062929,31.35622166,22.30256017
2614,, Sector 89,2700,16200000,4500,Ready to Move,1 out of 3,New Property,East,"Garden/Park, Main Road",Freehold,1 Covered,Faridabad,4,76.9457567,28.4184455,202,59,2160,2236,2126,128,109,74,9.672625188,18.94693461,11.28238535
2615,, Arun Vihar,1720,12000000,8889,Ready to Move,2 out of 4,Resale,South,Main Road,Freehold,"2 Covered,",Noida,3,77.340236,28.566791,15,143,5573,144,1202,24,118,1,0.729869738,4.91203909,3.857331256
2616,, Ardee City,50,65000000,24074,Ready to Move,4 out of 8,Resale,South -West,Main Road,Freehold,1 Open,Gurgaon,10,77.07920791,28.4410412,59,60,831,5547,743,29,28,128,2.157702201,12.45395483,5.552892688
2617,, Signature Global City 92 Phase 2,7000,7800000,7723,Poss. by Jul '25,Ground out of 3,Resale,North,"Garden/Park, Pool",Freehold,"1 Covered,",Gurgaon,2,77.272014,28.538855,55,49,188,655,584,1,11,10,0.616174487,1.281330808,0.257156625
2618,, Patel Nagar,400,5000000,4112,Ready to Move,3 out of 3,Resale,North - West,Main Road,Leasehold,"1 Covered,",Ghaziabad,2,77.0391986,28.4657746,60,59,2217,2205,1750,128,28,89,3.758871583,9.548411838,6.137270451
2619,, LIC Colony,1215,22500000,13889,Ready to Move,Ground out of 24,Resale,North,"Garden/Park, Pool, Main Road",Leasehold,1 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2620,, Shatabdipuram,4200,2400000,2667,Ready to Move,1 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,Ghaziabad,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2621,, Greater Noida West,1600,17500000,7973,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,Noida,4,77.311612,28.584884,131,134,1468,1478,1481,24,53,101,1.214720083,1.977595751,0.595398868
2622,, DDA Flat AC Block,1250,15000000,11148,Ready to Move,5 out of 14,Resale,South -West,"Garden/Park, Pool, Main Road",Freehold,"2 Covered,",Delhi,3,77.061927,28.426334,59,60,743,831,5547,128,29,28,3.852711543,13.81543132,8.06504405
2624,, Raj Nagar Extension,700,5500000,3691,Ready to Move,3 out of 4,Resale,East,,Leasehold,"1 Covered,",Ghaziabad,3,77.199354,28.569744,180,2,61,4107,4101,126,38,33,0.659949358,2.48718203,0.077131184
2642,, Veena Apartment,1450,22500000,7168,Ready to Move,7 out of 10,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Open,Delhi,3,78.140046,9.921973,96,162,741,742,511,4,5,29,890.4677821,2066.064241,2056.872971
2643,, Ansal Esencia Sovereign Floors,968.751,11100000,9259,Ready to Move,1 out of 2,Resale,North - East,Main Road,Leasehold,1 Open,Gurgaon,3,77.058063,28.381256,59,60,743,506,515,29,128,28,8.817726894,18.79586933,11.19094134
2644,, Sant Nagar New Delhi,900,7500000,9496,Ready to Move,Ground out of 3,Resale,North - East,Main Road,Freehold,1 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2645,, Sector XU 1 Greater Noida,950,9200000,4900,Ready to Move,1 out of 4,Resale,North,Garden/Park,Freehold,1 Covered,Noida,2,77.094273,28.452878,59,60,831,5547,818,29,28,128,2.504377623,10.43905811,3.43031562
2648,, Shipra Sun City,4698,5500000,6400,Ready to Move,2 out of 4,Resale,South -West,"Garden/Park, Main Road",Leasehold,1 Covered,Ghaziabad,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2650,, Sector 67A,5000,12500000,5833,Ready to Move,Ground out of 1,New Property,,,,,Gurgaon,3,77.0717418,28.4416815,59,60,831,5547,818,128,29,28,1.963046295,12.24466201,6.21083567
2671,Chauhan Properties, Pareena Micasa,800,9500000,7631,Ready to Move,7 out of 35,New Property,North - East,Garden/Park,Freehold,1 Covered,Gurgaon,2,78.446036,17.431992,96,162,741,742,511,4,5,29,115.4006435,1237.26537,1228.218504
2673,M G Properties, Dwarka Sector 15,1827,7400000,5920,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Pool",Leasehold,"3 Covered,",Delhi,3,77.05069,28.599244,37,36,2049,2028,1987,43,23,108,1.351654539,0.344149223,0.113613041
2676,, Jangpura Extension,1800,75000000,27778,Ready to Move,Ground out of 4,New Property,East,"Garden/Park, Pool, Main Road",Freehold,2 Open,Delhi,4,77.241161,28.584453,73,77,367,368,177,121,58,39,0.224724561,1.849960241,0.510806635
2677,, Kishan Ganj New Delhi,650,20000000,5556,Ready to Move,Ground out of 4,Resale,North - West,Main Road,Freehold,1 Covered,Delhi,10,77.199039,28.660918,156,158,3526,3527,1022,63,3,44,0.619390263,0.837056756,0.147519167
2678,, Godrej 101,20,18000000,7958,Ready to Move,4 out of 4,Resale,North - West,"Garden/Park, Main Road",Leasehold,1 Covered,Gurgaon,3,77.0003725,28.4829768,60,59,2071,2070,2072,128,109,18,7.782547512,9.565408653,4.267810843
2679,, Saya Gold Avenue,500,7900000,7215,Ready to Move,23 out of 36,New Property,North - East,"Garden/Park, Main Road",Leasehold,1 Open,Ghaziabad,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2680,, Sector 15A,1818,90000000,19916,Ready to Move,2 out of 3,Resale,East,Garden/Park,Freehold,1 Covered,Noida,5,77.0717418,28.4416815,59,60,831,5547,818,128,29,28,1.963046295,12.24466201,6.21083567
2701,Gurgaon Realty, JM Orchid,810,6600000,6633,Ready to Move,15 out of 18,Resale,East,"Pool, Garden/Park, Main Road",Leasehold,1 Open,Noida,2,77.384732,28.570943,15,143,1184,1202,1284,24,118,53,5.648814507,8.585191331,6.591569435
2702,, Kavi Nagar,1400,5500000,6111,Ready to Move,2 out of 3,Resale,South - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Ghaziabad,2,77.193888,28.679266,156,191,2998,3009,914,44,63,27,1.541654872,0.740446273,0.439191247
2703,, Surya Kanishk Tower,1565,15500000,6904,Ready to Move,6 out of 9,Resale,South - East,Main Road,Freehold,"2 Covered,",Ghaziabad,3,81.027447,26.873105,162,177,5558,5516,5604,1,118,24,442.9372705,454.6885494,447.8226268
2704,, Amolik Residency,1800,8500000,5484,Poss. by Sep '23,2 out of 4,Resale,South,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Faridabad,3,77.074333,28.431704,59,60,743,831,5547,29,28,128,3.073552587,13.38453973,6.615505486
2705,, Ballabhgarh Sector 1,1242,19000000,3800,Ready to Move,3 out of 3,New Property,East,Main Road,Leasehold,"2 Covered,",Faridabad,8,77.081725,26.965989,162,177,167,741,742,4,29,5,154.7263769,172.6344557,162.870939
2706,, New Chandrawal,1800,8000000,7407,Ready to Move,2 out of 5,Resale,East,"Garden/Park, Main Road",Leasehold,1 Covered,Delhi,3,77.775957,28.411163,13,43,5558,5516,413,24,118,1,49.28990081,55.4893379,49.61926693
2707,, Anarkali Colony,2800,10000000,7407,Ready to Move,4 out of 4,Resale,East,Main Road,Freehold,"1 Covered,",Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
2708,, ATS Rhapsody,606,18900000,7875,Poss. by Dec '23,24 out of 29,New Property,East,"Garden/Park, Pool",Leasehold,2 Covered,Noida,4,80.564846,27.128441,162,177,5558,5516,5604,1,118,24,384.8378258,396.1950575,389.4239593
2709,, Aba Cherry County,928,20000000,8961,Ready to Move,17 out of 29,Resale,South - East,Main Road,Leasehold,"1 Covered,",Noida,4,77.446603,28.601104,187,6,1184,1580,1203,24,7,94,8.448769342,14.70554469,11.87406303
2711,, Alpha 1 Block D Greater Noida,1100,22500000,10451,Ready to Move,Ground out of 1,Resale,East,"Garden/Park, Main Road",Freehold,,Noida,2,77.369645,28.589351,15,143,1184,1274,1284,24,7,53,4.831936753,6.333403394,4.010169352
2732,, Angel Mercury,900,5700000,4770,Ready to Move,5 out of 22,Resale,North - East,Main Road,Freehold,2 Open,Ghaziabad,2,77.38184,28.64445,6,101,1203,5504,1580,94,129,7,3.781302765,7.534352588,5.379078897
2733,, Surya Deep Apartment,578,6200000,6889,Ready to Move,2 out of 2,Resale,South,"Garden/Park, Main Road",Freehold,1 Covered,Ghaziabad,2,76.980594,11.041224,96,162,741,742,167,4,5,29,766.0578081,1939.659312,1930.281043
